year,geo_name,geo,income
2013,"Census Tract 28.03","14000US06073002803",49111.0
2014,"Census Tract 28.03","14000US06073002803",45532.0
2015,"Census Tract 28.03","14000US06073002803",43314.0
2013,"Census Tract 34.04","14000US06073003404",38705.0
2014,"Census Tract 34.04","14000US06073003404",38591.0
2015,"Census Tract 34.04","14000US06073003404",36113.0
2013,"Census Tract 27.08","14000US06073002708",23081.0
2014,"Census Tract 27.08","14000US06073002708",26396.0
2015,"Census Tract 27.08","14000US06073002708",25721.0
2013,"Census Tract 27.05","14000US06073002705",52371.0
2014,"Census Tract 27.05","14000US06073002705",48533.0
2015,"Census Tract 27.05","14000US06073002705",53333.0
2013,"Census Tract 101.04","14000US06073010104",58125.0
2014,"Census Tract 101.04","14000US06073010104",61307.0
2015,"Census Tract 101.04","14000US06073010104",57917.0
2013,"Census Tract 101.10","14000US06073010110",44688.0
2014,"Census Tract 101.10","14000US06073010110",44934.0
2015,"Census Tract 101.10","14000US06073010110",45212.0
2013,"Census Tract 132.05","14000US06073013205",30505.0
2014,"Census Tract 132.05","14000US06073013205",30525.0
2015,"Census Tract 132.05","14000US06073013205",31532.0
2013,"Census Tract 133.08","14000US06073013308",52900.0
2014,"Census Tract 133.08","14000US06073013308",53224.0
2015,"Census Tract 133.08","14000US06073013308",49189.0
2013,"Census Tract 32.09","14000US06073003209",50056.0
2014,"Census Tract 32.09","14000US06073003209",52807.0
2015,"Census Tract 32.09","14000US06073003209",53073.0
2013,"Census Tract 32.11","14000US06073003211",58684.0
2014,"Census Tract 32.11","14000US06073003211",66875.0
2015,"Census Tract 32.11","14000US06073003211",67250.0
2013,"Census Tract 32.12","14000US06073003212",78452.0
2014,"Census Tract 32.12","14000US06073003212",77029.0
2015,"Census Tract 32.12","14000US06073003212",77051.0
2013,"Census Tract 32.13","14000US06073003213",89753.0
2014,"Census Tract 32.13","14000US06073003213",89891.0
2015,"Census Tract 32.13","14000US06073003213",86991.0
2013,"Census Tract 32.14","14000US06073003214",70368.0
2014,"Census Tract 32.14","14000US06073003214",63681.0
2015,"Census Tract 32.14","14000US06073003214",64068.0
2013,"Census Tract 100.14","14000US06073010014",90971.0
2014,"Census Tract 100.14","14000US06073010014",92256.0
2015,"Census Tract 100.14","14000US06073010014",90132.0
2013,"Census Tract 100.15","14000US06073010015",73047.0
2014,"Census Tract 100.15","14000US06073010015",77356.0
2015,"Census Tract 100.15","14000US06073010015",78125.0
2013,"Census Tract 170.51","14000US06073017051",68712.0
2014,"Census Tract 170.51","14000US06073017051",72159.0
2015,"Census Tract 170.51","14000US06073017051",78167.0
2013,"Census Tract 31.03","14000US06073003103",57429.0
2014,"Census Tract 31.03","14000US06073003103",57587.0
2015,"Census Tract 31.03","14000US06073003103",55234.0
2013,"Census Tract 31.05","14000US06073003105",57586.0
2014,"Census Tract 31.05","14000US06073003105",59485.0
2015,"Census Tract 31.05","14000US06073003105",60156.0
2013,"Census Tract 29.02","14000US06073002902",42099.0
2014,"Census Tract 29.02","14000US06073002902",43625.0
2015,"Census Tract 29.02","14000US06073002902",55568.0
2013,"Census Tract 29.03","14000US06073002903",61979.0
2014,"Census Tract 29.03","14000US06073002903",59938.0
2015,"Census Tract 29.03","14000US06073002903",66797.0
2013,"Census Tract 170.45","14000US06073017045",147446.0
2014,"Census Tract 170.45","14000US06073017045",148077.0
2015,"Census Tract 170.45","14000US06073017045",160694.0
2013,"Census Tract 134.19","14000US06073013419",91614.0
2014,"Census Tract 134.19","14000US06073013419",93676.0
2015,"Census Tract 134.19","14000US06073013419",102790.0
2013,"Census Tract 208.01","14000US06073020801",107626.0
2014,"Census Tract 208.01","14000US06073020801",89814.0
2015,"Census Tract 208.01","14000US06073020801",89358.0
2013,"Census Tract 95.05","14000US06073009505",104739.0
2014,"Census Tract 95.05","14000US06073009505",113472.0
2015,"Census Tract 95.05","14000US06073009505",113426.0
2013,"Census Tract 32.08","14000US06073003208",53543.0
2014,"Census Tract 32.08","14000US06073003208",53036.0
2015,"Census Tract 32.08","14000US06073003208",47939.0
2013,"Census Tract 207.06","14000US06073020706",103784.0
2014,"Census Tract 207.06","14000US06073020706",106250.0
2015,"Census Tract 207.06","14000US06073020706",103971.0
2013,"Census Tract 141.02","14000US06073014102",62536.0
2014,"Census Tract 141.02","14000US06073014102",57414.0
2015,"Census Tract 141.02","14000US06073014102",57803.0
2013,"Census Tract 147","14000US06073014700",59667.0
2014,"Census Tract 147","14000US06073014700",69167.0
2015,"Census Tract 147","14000US06073014700",62283.0
2013,"Census Tract 27.02","14000US06073002702",47445.0
2014,"Census Tract 27.02","14000US06073002702",47402.0
2015,"Census Tract 27.02","14000US06073002702",53167.0
2013,"Census Tract 213.02","14000US06073021302",71929.0
2014,"Census Tract 213.02","14000US06073021302",78858.0
2015,"Census Tract 213.02","14000US06073021302",78828.0
2013,"Census Tract 95.04","14000US06073009504",185298.0
2014,"Census Tract 95.04","14000US06073009504",171111.0
2015,"Census Tract 95.04","14000US06073009504",168167.0
2013,"Census Tract 98.02","14000US06073009802",54375.0
2014,"Census Tract 98.02","14000US06073009802",61601.0
2015,"Census Tract 98.02","14000US06073009802",63952.0
2013,"Census Tract 30.03","14000US06073003003",60882.0
2014,"Census Tract 30.03","14000US06073003003",62212.0
2015,"Census Tract 30.03","14000US06073003003",60491.0
2013,"Census Tract 31.14","14000US06073003114",79367.0
2014,"Census Tract 31.14","14000US06073003114",81815.0
2015,"Census Tract 31.14","14000US06073003114",96319.0
2013,"Census Tract 31.15","14000US06073003115",48333.0
2014,"Census Tract 31.15","14000US06073003115",46919.0
2015,"Census Tract 31.15","14000US06073003115",47888.0
2013,"Census Tract 100.12","14000US06073010012",36891.0
2014,"Census Tract 100.12","14000US06073010012",40027.0
2015,"Census Tract 100.12","14000US06073010012",37205.0
2013,"Census Tract 119.02","14000US06073011902",53479.0
2014,"Census Tract 119.02","14000US06073011902",52567.0
2015,"Census Tract 119.02","14000US06073011902",57038.0
2013,"Census Tract 170.19","14000US06073017019",66355.0
2014,"Census Tract 170.19","14000US06073017019",66934.0
2015,"Census Tract 170.19","14000US06073017019",67526.0
2013,"Census Tract 170.42","14000US06073017042",120616.0
2014,"Census Tract 170.42","14000US06073017042",124474.0
2015,"Census Tract 170.42","14000US06073017042",123626.0
2013,"Census Tract 170.44","14000US06073017044",134410.0
2014,"Census Tract 170.44","14000US06073017044",119125.0
2015,"Census Tract 170.44","14000US06073017044",126055.0
2013,"Census Tract 98.04","14000US06073009804",70045.0
2014,"Census Tract 98.04","14000US06073009804",70709.0
2015,"Census Tract 98.04","14000US06073009804",84323.0
2013,"Census Tract 32.04","14000US06073003204",83529.0
2014,"Census Tract 32.04","14000US06073003204",85240.0
2015,"Census Tract 32.04","14000US06073003204",83611.0
2013,"Census Tract 97.06","14000US06073009706",97829.0
2014,"Census Tract 97.06","14000US06073009706",105690.0
2015,"Census Tract 97.06","14000US06073009706",105132.0
2013,"Census Tract 170.47","14000US06073017047",128973.0
2014,"Census Tract 170.47","14000US06073017047",131726.0
2015,"Census Tract 170.47","14000US06073017047",130676.0
2013,"Census Tract 170.15","14000US06073017015",92692.0
2014,"Census Tract 170.15","14000US06073017015",90822.0
2015,"Census Tract 170.15","14000US06073017015",85117.0
2013,"Census Tract 29.05","14000US06073002905",55560.0
2014,"Census Tract 29.05","14000US06073002905",48881.0
2015,"Census Tract 29.05","14000US06073002905",51618.0
2013,"Census Tract 97.04","14000US06073009704",90479.0
2014,"Census Tract 97.04","14000US06073009704",86371.0
2015,"Census Tract 97.04","14000US06073009704",88711.0
2013,"Census Tract 208.07","14000US06073020807",104375.0
2014,"Census Tract 208.07","14000US06073020807",106111.0
2015,"Census Tract 208.07","14000US06073020807",104167.0
2013,"Census Tract 100.03","14000US06073010003",63717.0
2014,"Census Tract 100.03","14000US06073010003",67647.0
2015,"Census Tract 100.03","14000US06073010003",74861.0
2013,"Census Tract 207.10","14000US06073020710",107132.0
2014,"Census Tract 207.10","14000US06073020710",108958.0
2015,"Census Tract 207.10","14000US06073020710",113015.0
2013,"Census Tract 28.01","14000US06073002801",25236.0
2014,"Census Tract 28.01","14000US06073002801",41438.0
2015,"Census Tract 28.01","14000US06073002801",37788.0
2013,"Census Tract 32.01","14000US06073003201",52297.0
2014,"Census Tract 32.01","14000US06073003201",51977.0
2015,"Census Tract 32.01","14000US06073003201",52434.0
2013,"Census Tract 32.02","14000US06073003202",50786.0
2014,"Census Tract 32.02","14000US06073003202",47076.0
2015,"Census Tract 32.02","14000US06073003202",49779.0
2013,"Census Tract 100.05","14000US06073010005",34614.0
2014,"Census Tract 100.05","14000US06073010005",28558.0
2015,"Census Tract 100.05","14000US06073010005",30070.0
2013,"Census Tract 207.09","14000US06073020709",74331.0
2014,"Census Tract 207.09","14000US06073020709",79754.0
2015,"Census Tract 207.09","14000US06073020709",81115.0
2013,"Census Tract 170.20","14000US06073017020",117219.0
2014,"Census Tract 170.20","14000US06073017020",117917.0
2015,"Census Tract 170.20","14000US06073017020",124821.0
2013,"Census Tract 31.07","14000US06073003107",55565.0
2014,"Census Tract 31.07","14000US06073003107",60409.0
2015,"Census Tract 31.07","14000US06073003107",58194.0
2013,"Census Tract 28.04","14000US06073002804",56806.0
2014,"Census Tract 28.04","14000US06073002804",61042.0
2015,"Census Tract 28.04","14000US06073002804",64191.0
2013,"Census Tract 30.01","14000US06073003001",43378.0
2014,"Census Tract 30.01","14000US06073003001",48594.0
2015,"Census Tract 30.01","14000US06073003001",60474.0
2013,"Census Tract 30.04","14000US06073003004",42723.0
2014,"Census Tract 30.04","14000US06073003004",44750.0
2015,"Census Tract 30.04","14000US06073003004",44844.0
2013,"Census Tract 170.06","14000US06073017006",109348.0
2014,"Census Tract 170.06","14000US06073017006",118333.0
2015,"Census Tract 170.06","14000US06073017006",105156.0
2013,"Census Tract 213.04","14000US06073021304",105858.0
2014,"Census Tract 213.04","14000US06073021304",111513.0
2015,"Census Tract 213.04","14000US06073021304",115972.0
2013,"Census Tract 170.39","14000US06073017039",108413.0
2014,"Census Tract 170.39","14000US06073017039",100332.0
2015,"Census Tract 170.39","14000US06073017039",99288.0
2013,"Census Tract 100.11","14000US06073010011",64167.0
2014,"Census Tract 100.11","14000US06073010011",62722.0
2015,"Census Tract 100.11","14000US06073010011",63974.0
2013,"Census Tract 100.04","14000US06073010004",53582.0
2014,"Census Tract 100.04","14000US06073010004",55988.0
2015,"Census Tract 100.04","14000US06073010004",56515.0
2013,"Census Tract 97.05","14000US06073009705",90795.0
2014,"Census Tract 97.05","14000US06073009705",97131.0
2015,"Census Tract 97.05","14000US06073009705",98455.0
2013,"Census Tract 98.01","14000US06073009801",59280.0
2014,"Census Tract 98.01","14000US06073009801",57634.0
2015,"Census Tract 98.01","14000US06073009801",60784.0
2013,"Census Tract 98.05","14000US06073009805",85807.0
2014,"Census Tract 98.05","14000US06073009805",81583.0
2015,"Census Tract 98.05","14000US06073009805",75662.0
2013,"Census Tract 100.01","14000US06073010001",72097.0
2014,"Census Tract 100.01","14000US06073010001",65795.0
2015,"Census Tract 100.01","14000US06073010001",61197.0
2013,"Census Tract 100.09","14000US06073010009",41677.0
2014,"Census Tract 100.09","14000US06073010009",42277.0
2015,"Census Tract 100.09","14000US06073010009",39775.0
2013,"Census Tract 100.10","14000US06073010010",42455.0
2014,"Census Tract 100.10","14000US06073010010",42721.0
2015,"Census Tract 100.10","14000US06073010010",44219.0
2013,"Census Tract 100.13","14000US06073010013",31521.0
2014,"Census Tract 100.13","14000US06073010013",30614.0
2015,"Census Tract 100.13","14000US06073010013",31488.0
2013,"Census Tract 101.06","14000US06073010106",35082.0
2014,"Census Tract 101.06","14000US06073010106",42546.0
2015,"Census Tract 101.06","14000US06073010106",41203.0
2013,"Census Tract 101.07","14000US06073010107",56094.0
2014,"Census Tract 101.07","14000US06073010107",59453.0
2015,"Census Tract 101.07","14000US06073010107",54242.0
2013,"Census Tract 101.11","14000US06073010111",40199.0
2014,"Census Tract 101.11","14000US06073010111",37458.0
2015,"Census Tract 101.11","14000US06073010111",41042.0
2013,"Census Tract 31.12","14000US06073003112",57577.0
2014,"Census Tract 31.12","14000US06073003112",56042.0
2015,"Census Tract 31.12","14000US06073003112",53531.0
2013,"Census Tract 166.06","14000US06073016606",75865.0
2014,"Census Tract 166.06","14000US06073016606",85250.0
2015,"Census Tract 166.06","14000US06073016606",84545.0
2013,"Census Tract 27.03","14000US06073002703",52440.0
2014,"Census Tract 27.03","14000US06073002703",52325.0
2015,"Census Tract 27.03","14000US06073002703",51704.0
2013,"Census Tract 31.09","14000US06073003109",85568.0
2014,"Census Tract 31.09","14000US06073003109",92719.0
2015,"Census Tract 31.09","14000US06073003109",85573.0
2013,"Census Tract 31.13","14000US06073003113",73004.0
2014,"Census Tract 31.13","14000US06073003113",76111.0
2015,"Census Tract 31.13","14000US06073003113",76823.0
2013,"Census Tract 27.11","14000US06073002711",46136.0
2014,"Census Tract 27.11","14000US06073002711",50039.0
2015,"Census Tract 27.11","14000US06073002711",51481.0
2013,"Census Tract 133.14","14000US06073013314",90250.0
2014,"Census Tract 133.14","14000US06073013314",96333.0
2015,"Census Tract 133.14","14000US06073013314",96019.0
2013,"Census Tract 133.13","14000US06073013313",100483.0
2014,"Census Tract 133.13","14000US06073013313",100270.0
2015,"Census Tract 133.13","14000US06073013313",101133.0
2013,"Census Tract 29.04","14000US06073002904",31092.0
2014,"Census Tract 29.04","14000US06073002904",31542.0
2015,"Census Tract 29.04","14000US06073002904",32961.0
2013,"Census Tract 27.12","14000US06073002712",41167.0
2014,"Census Tract 27.12","14000US06073002712",37349.0
2015,"Census Tract 27.12","14000US06073002712",47261.0
2013,"Census Tract 101.12","14000US06073010112",38831.0
2014,"Census Tract 101.12","14000US06073010112",35313.0
2015,"Census Tract 101.12","14000US06073010112",37857.0
2013,"Census Tract 101.03","14000US06073010103",41763.0
2014,"Census Tract 101.03","14000US06073010103",41113.0
2015,"Census Tract 101.03","14000US06073010103",42103.0
2013,"Census Tract 36.03","14000US06073003603",32266.0
2014,"Census Tract 36.03","14000US06073003603",34288.0
2015,"Census Tract 36.03","14000US06073003603",36336.0
2013,"Census Tract 36.02","14000US06073003602",29875.0
2014,"Census Tract 36.02","14000US06073003602",40882.0
2015,"Census Tract 36.02","14000US06073003602",45938.0
2013,"Census Tract 31.01","14000US06073003101",55640.0
2014,"Census Tract 31.01","14000US06073003101",56544.0
2015,"Census Tract 31.01","14000US06073003101",53125.0
2013,"Census Tract 34.03","14000US06073003403",43571.0
2014,"Census Tract 34.03","14000US06073003403",40550.0
2015,"Census Tract 34.03","14000US06073003403",36875.0
2013,"Census Tract 26.02","14000US06073002602",39846.0
2014,"Census Tract 26.02","14000US06073002602",41875.0
2015,"Census Tract 26.02","14000US06073002602",42649.0
2013,"Census Tract 27.10","14000US06073002710",40353.0
2014,"Census Tract 27.10","14000US06073002710",39740.0
2015,"Census Tract 27.10","14000US06073002710",36832.0
2013,"Census Tract 25.01","14000US06073002501",48886.0
2014,"Census Tract 25.01","14000US06073002501",45404.0
2015,"Census Tract 25.01","14000US06073002501",44938.0
2013,"Census Tract 23.01","14000US06073002301",30558.0
2014,"Census Tract 23.01","14000US06073002301",30045.0
2015,"Census Tract 23.01","14000US06073002301",28963.0
2013,"Census Tract 20.01","14000US06073002001",123542.0
2014,"Census Tract 20.01","14000US06073002001",122906.0
2015,"Census Tract 20.01","14000US06073002001",121518.0
2013,"Census Tract 97.03","14000US06073009703",69440.0
2014,"Census Tract 97.03","14000US06073009703",72297.0
2015,"Census Tract 97.03","14000US06073009703",79516.0
2013,"Census Tract 95.09","14000US06073009509",66200.0
2014,"Census Tract 95.09","14000US06073009509",75075.0
2015,"Census Tract 95.09","14000US06073009509",68229.0
2013,"Census Tract 170.22","14000US06073017022",101184.0
2014,"Census Tract 170.22","14000US06073017022",86250.0
2015,"Census Tract 170.22","14000US06073017022",80038.0
2013,"Census Tract 170.18","14000US06073017018",56604.0
2014,"Census Tract 170.18","14000US06073017018",56607.0
2015,"Census Tract 170.18","14000US06073017018",60833.0
2013,"Census Tract 170.35","14000US06073017035",38125.0
2014,"Census Tract 170.35","14000US06073017035",57143.0
2015,"Census Tract 170.35","14000US06073017035",84500.0
2013,"Census Tract 170.14","14000US06073017014",47847.0
2014,"Census Tract 170.14","14000US06073017014",44865.0
2015,"Census Tract 170.14","14000US06073017014",43175.0
2013,"Census Tract 170.31","14000US06073017031",82188.0
2014,"Census Tract 170.31","14000US06073017031",90743.0
2015,"Census Tract 170.31","14000US06073017031",93406.0
2013,"Census Tract 95.11","14000US06073009511",46429.0
2014,"Census Tract 95.11","14000US06073009511",54620.0
2015,"Census Tract 95.11","14000US06073009511",53200.0
2013,"Census Tract 105.02","14000US06073010502",42679.0
2014,"Census Tract 105.02","14000US06073010502",39725.0
2015,"Census Tract 105.02","14000US06073010502",40941.0
2013,"Census Tract 132.06","14000US06073013206",33570.0
2014,"Census Tract 132.06","14000US06073013206",35349.0
2015,"Census Tract 132.06","14000US06073013206",36007.0
2013,"Census Tract 36.01","14000US06073003601",26090.0
2014,"Census Tract 36.01","14000US06073003601",26518.0
2015,"Census Tract 36.01","14000US06073003601",28698.0
2013,"Census Tract 31.11","14000US06073003111",45025.0
2014,"Census Tract 31.11","14000US06073003111",43708.0
2015,"Census Tract 31.11","14000US06073003111",36750.0
2013,"Census Tract 35.02","14000US06073003502",29667.0
2014,"Census Tract 35.02","14000US06073003502",26250.0
2015,"Census Tract 35.02","14000US06073003502",26854.0
2013,"Census Tract 39.02","14000US06073003902",34970.0
2014,"Census Tract 39.02","14000US06073003902",31607.0
2015,"Census Tract 39.02","14000US06073003902",30536.0
2013,"Census Tract 39.01","14000US06073003901",24069.0
2014,"Census Tract 39.01","14000US06073003901",23812.0
2015,"Census Tract 39.01","14000US06073003901",23023.0
2013,"Census Tract 35.01","14000US06073003501",32138.0
2014,"Census Tract 35.01","14000US06073003501",35391.0
2015,"Census Tract 35.01","14000US06073003501",30804.0
2013,"Census Tract 40","14000US06073004000",25101.0
2014,"Census Tract 40","14000US06073004000",30053.0
2015,"Census Tract 40","14000US06073004000",32708.0
2013,"Census Tract 24.01","14000US06073002401",42118.0
2014,"Census Tract 24.01","14000US06073002401",43843.0
2015,"Census Tract 24.01","14000US06073002401",41284.0
2013,"Census Tract 15","14000US06073001500",51917.0
2014,"Census Tract 15","14000US06073001500",52234.0
2015,"Census Tract 15","14000US06073001500",56760.0
2013,"Census Tract 16","14000US06073001600",37479.0
2014,"Census Tract 16","14000US06073001600",35503.0
2015,"Census Tract 16","14000US06073001600",34151.0
2013,"Census Tract 17","14000US06073001700",46027.0
2014,"Census Tract 17","14000US06073001700",45297.0
2015,"Census Tract 17","14000US06073001700",45207.0
2013,"Census Tract 18","14000US06073001800",42086.0
2014,"Census Tract 18","14000US06073001800",42066.0
2015,"Census Tract 18","14000US06073001800",41807.0
2013,"Census Tract 19","14000US06073001900",74180.0
2014,"Census Tract 19","14000US06073001900",83423.0
2015,"Census Tract 19","14000US06073001900",85769.0
2013,"Census Tract 95.07","14000US06073009507",95565.0
2014,"Census Tract 95.07","14000US06073009507",92460.0
2015,"Census Tract 95.07","14000US06073009507",89012.0
2013,"Census Tract 95.02","14000US06073009502",72395.0
2014,"Census Tract 95.02","14000US06073009502",73808.0
2015,"Census Tract 95.02","14000US06073009502",77406.0
2013,"Census Tract 83.59","14000US06073008359",53269.0
2014,"Census Tract 83.59","14000US06073008359",54083.0
2015,"Census Tract 83.59","14000US06073008359",55550.0
2013,"Census Tract 83.54","14000US06073008354",96905.0
2014,"Census Tract 83.54","14000US06073008354",107500.0
2015,"Census Tract 83.54","14000US06073008354",103448.0
2013,"Census Tract 170.33","14000US06073017033",117344.0
2014,"Census Tract 170.33","14000US06073017033",119506.0
2015,"Census Tract 170.33","14000US06073017033",122885.0
2013,"Census Tract 170.32","14000US06073017032",113281.0
2014,"Census Tract 170.32","14000US06073017032",122593.0
2015,"Census Tract 170.32","14000US06073017032",123449.0
2013,"Census Tract 204.01","14000US06073020401",107083.0
2014,"Census Tract 204.01","14000US06073020401",117644.0
2015,"Census Tract 204.01","14000US06073020401",118125.0
2013,"Census Tract 93.05","14000US06073009305",81445.0
2014,"Census Tract 93.05","14000US06073009305",82147.0
2015,"Census Tract 93.05","14000US06073009305",80538.0
2013,"Census Tract 33.04","14000US06073003304",35409.0
2014,"Census Tract 33.04","14000US06073003304",34611.0
2015,"Census Tract 33.04","14000US06073003304",33750.0
2013,"Census Tract 170.52","14000US06073017052",85625.0
2014,"Census Tract 170.52","14000US06073017052",85158.0
2015,"Census Tract 170.52","14000US06073017052",90083.0
2013,"Census Tract 170.55","14000US06073017055",113301.0
2014,"Census Tract 170.55","14000US06073017055",116136.0
2015,"Census Tract 170.55","14000US06073017055",111944.0
2013,"Census Tract 118.02","14000US06073011802",34474.0
2014,"Census Tract 118.02","14000US06073011802",37869.0
2015,"Census Tract 118.02","14000US06073011802",35925.0
2013,"Census Tract 33.03","14000US06073003303",34671.0
2014,"Census Tract 33.03","14000US06073003303",34335.0
2015,"Census Tract 33.03","14000US06073003303",33995.0
2013,"Census Tract 33.01","14000US06073003301",25846.0
2014,"Census Tract 33.01","14000US06073003301",25729.0
2015,"Census Tract 33.01","14000US06073003301",26298.0
2013,"Census Tract 47","14000US06073004700",28859.0
2014,"Census Tract 47","14000US06073004700",26220.0
2015,"Census Tract 47","14000US06073004700",27768.0
2013,"Census Tract 52","14000US06073005200",32699.0
2014,"Census Tract 52","14000US06073005200",31627.0
2015,"Census Tract 52","14000US06073005200",33673.0
2013,"Census Tract 44","14000US06073004400",59133.0
2014,"Census Tract 44","14000US06073004400",60833.0
2015,"Census Tract 44","14000US06073004400",66193.0
2013,"Census Tract 27.09","14000US06073002709",30147.0
2014,"Census Tract 27.09","14000US06073002709",29722.0
2015,"Census Tract 27.09","14000US06073002709",27165.0
2013,"Census Tract 26.01","14000US06073002601",32939.0
2014,"Census Tract 26.01","14000US06073002601",31133.0
2015,"Census Tract 26.01","14000US06073002601",28891.0
2013,"Census Tract 24.02","14000US06073002402",33936.0
2014,"Census Tract 24.02","14000US06073002402",32842.0
2015,"Census Tract 24.02","14000US06073002402",30635.0
2013,"Census Tract 27.07","14000US06073002707",31732.0
2014,"Census Tract 27.07","14000US06073002707",31891.0
2015,"Census Tract 27.07","14000US06073002707",30915.0
2013,"Census Tract 23.02","14000US06073002302",19881.0
2014,"Census Tract 23.02","14000US06073002302",23072.0
2015,"Census Tract 23.02","14000US06073002302",22951.0
2013,"Census Tract 22.02","14000US06073002202",22473.0
2014,"Census Tract 22.02","14000US06073002202",23208.0
2015,"Census Tract 22.02","14000US06073002202",22713.0
2013,"Census Tract 22.01","14000US06073002201",32589.0
2014,"Census Tract 22.01","14000US06073002201",28702.0
2015,"Census Tract 22.01","14000US06073002201",29086.0
2013,"Census Tract 21","14000US06073002100",48214.0
2014,"Census Tract 21","14000US06073002100",46926.0
2015,"Census Tract 21","14000US06073002100",50465.0
2013,"Census Tract 20.02","14000US06073002002",78021.0
2014,"Census Tract 20.02","14000US06073002002",86950.0
2015,"Census Tract 20.02","14000US06073002002",99236.0
2013,"Census Tract 96.03","14000US06073009603",51669.0
2014,"Census Tract 96.03","14000US06073009603",51940.0
2015,"Census Tract 96.03","14000US06073009603",50022.0
2013,"Census Tract 93.01","14000US06073009301",63247.0
2014,"Census Tract 93.01","14000US06073009301",64645.0
2015,"Census Tract 93.01","14000US06073009301",64332.0
2013,"Census Tract 170.43","14000US06073017043",120682.0
2014,"Census Tract 170.43","14000US06073017043",117969.0
2015,"Census Tract 170.43","14000US06073017043",109167.0
2013,"Census Tract 170.37","14000US06073017037",99118.0
2014,"Census Tract 170.37","14000US06073017037",91288.0
2015,"Census Tract 170.37","14000US06073017037",91098.0
2013,"Census Tract 170.36","14000US06073017036",90278.0
2014,"Census Tract 170.36","14000US06073017036",88167.0
2015,"Census Tract 170.36","14000US06073017036",81667.0
2013,"Census Tract 93.06","14000US06073009306",85972.0
2014,"Census Tract 93.06","14000US06073009306",75903.0
2015,"Census Tract 93.06","14000US06073009306",71893.0
2013,"Census Tract 95.10","14000US06073009510",60135.0
2014,"Census Tract 95.10","14000US06073009510",54113.0
2015,"Census Tract 95.10","14000US06073009510",52813.0
2013,"Census Tract 42","14000US06073004200",87982.0
2014,"Census Tract 42","14000US06073004200",85353.0
2015,"Census Tract 42","14000US06073004200",83931.0
2013,"Census Tract 25.02","14000US06073002502",47099.0
2014,"Census Tract 25.02","14000US06073002502",49766.0
2015,"Census Tract 25.02","14000US06073002502",52382.0
2013,"Census Tract 33.05","14000US06073003305",21122.0
2014,"Census Tract 33.05","14000US06073003305",20769.0
2015,"Census Tract 33.05","14000US06073003305",21657.0
